name,osc1 shape,osc1 fm modulation,osc2 shape,osc2 pitch,osc2 tune,osc2 kbd track,osc mix,osc sync,osc ring modulation,osc pulse width,osc key shift,osc mod env on/off,osc mod env amount,osc mod env attack,osc p.env decay,filter type,filter attack,filter decay,filter sustain,filter release,filter freq,filter resonance,filter amount,filter kbd track,filter distortion,filter velocity switch,amp attack,amp decay,amp sustain,amp release,amp gain,amp velocity sens.,arp. on/off,arp type,arp range,arp beat,arp gate,delay on/off,delay time,delay feedback,delay level,chorus on/off,chorus type,chorus delay time,chorus depth,chorus rate,chorus feedback,chorus level,equalizer tone,equalizer freq.,equalizer level,equalizer Q,play mode type,play mode portament,pitch bend range,wheel lfo1 depth sens.,lfo1 on/off,lfo1 destination,lfo1 type,lfo1 speed,lfo1 depth,lfo2 on/off,lfo2 destination,lfo2 type,lfo2 speed,lfo2 depth
015,2,30,1,67,66,1,70,0,0,64,0,0,64,0,0,1,35,25,0,124,100,0,118,0,0,0,44,127,0,96,35,127,0,3,3,14,50,1,5,66,11,1,2,57,65,51,77,37,64,114,102,94,0,0,3,73,0,7,1,82,40,1,3,1,49,85
014,3,0,2,64,64,1,108,0,0,127,0,0,64,0,0,1,0,49,50,64,0,0,127,127,0,0,0,60,0,70,55,127,0,2,2,11,30,1,5,101,14,1,2,69,50,61,64,25,64,9,6,75,0,0,3,67,1,2,1,77,0,0,5,1,64,64
050,1,0,2,73,62,1,51,0,0,60,0,0,64,0,0,1,0,30,0,0,74,35,127,127,0,0,0,70,0,0,36,127,0,2,2,14,58,1,5,50,28,1,2,25,50,82,64,50,64,109,80,107,0,0,3,51,0,2,1,64,64,0,5,1,63,64
056,1,0,1,39,62,1,51,0,0,127,0,0,64,0,0,1,0,62,0,0,118,0,105,0,36,0,0,0,127,0,22,127,0,1,0,11,64,1,12,70,22,1,2,90,60,52,64,40,90,115,102,97,0,0,3,65,1,2,1,82,1,0,2,1,64,0
031,0,0,3,36,81,0,127,0,0,64,0,1,99,0,44,1,0,54,32,64,0,14,118,64,51,0,4,70,0,64,79,127,0,1,0,7,127,0,5,66,12,0,2,64,56,50,64,40,64,4,93,102,0,0,12,127,1,2,1,60,0,0,7,2,63,40
001,0,0,3,64,66,1,127,0,0,127,12,1,74,0,0,1,22,43,60,127,60,40,127,20,0,0,10,92,0,82,49,127,0,3,2,11,127,1,12,54,17,1,2,52,127,30,64,20,100,107,95,109,0,0,3,67,1,2,5,67,0,0,5,1,64,64
011,1,0,1,64,63,1,52,0,0,40,0,1,114,40,96,0,0,75,80,127,5,30,127,70,0,0,0,85,0,40,50,127,0,2,0,12,127,1,8,80,22,1,2,64,40,67,78,40,64,43,47,127,0,0,3,73,1,7,1,65,1,0,3,5,64,90
040,0,30,3,64,65,1,62,0,0,64,-5,1,0,0,100,1,20,62,108,72,110,0,71,0,0,0,22,64,0,53,70,127,0,1,0,14,127,1,5,85,9,1,2,64,54,59,101,40,66,46,38,127,0,0,12,96,1,2,5,60,0,1,6,1,60,0
070,0,110,3,77,35,1,38,1,0,21,-24,1,0,0,50,2,43,25,57,76,47,54,110,123,50,0,56,111,53,13,40,127,1,4,3,10,127,0,12,122,79,1,1,5,74,52,40,81,27,82,46,124,2,93,13,64,0,2,1,64,64,0,5,1,64,64
060,1,0,3,102,66,1,38,0,0,127,0,0,64,0,0,0,78,116,40,90,0,90,112,0,0,0,0,97,103,66,49,127,0,2,2,14,64,1,8,40,20,1,2,87,54,40,64,50,47,79,51,100,2,0,3,65,1,2,5,25,1,1,3,1,62,60
071,1,127,4,73,66,1,58,0,0,6,24,0,64,0,0,0,30,0,70,0,110,80,26,127,75,0,0,45,0,0,60,127,0,1,0,14,70,1,1,90,43,1,2,127,127,21,65,24,64,54,73,102,0,0,0,22,0,1,1,19,4,0,1,1,65,64
061,0,0,1,113,62,1,57,0,0,64,0,0,64,0,0,1,0,87,0,127,0,0,127,64,0,0,0,98,0,62,48,127,0,1,0,11,64,1,12,49,17,1,2,64,127,24,64,30,90,72,42,102,0,0,3,66,1,2,1,71,1,0,5,1,64,64
046,1,0,3,39,81,0,127,0,0,64,0,1,114,0,37,1,0,124,127,127,0,0,127,64,60,0,0,77,0,67,36,127,0,1,0,7,127,0,8,40,20,0,2,85,50,59,64,15,64,4,102,60,1,0,12,127,0,3,1,64,64,0,5,1,64,64
042,0,0,3,101,66,1,51,0,1,127,12,0,46,127,0,0,0,70,90,127,0,0,118,0,0,0,0,93,0,90,33,127,0,2,1,14,127,1,8,57,17,1,2,46,100,48,52,25,64,54,38,127,0,0,3,67,1,2,5,66,0,0,5,1,64,64
012,0,115,3,87,127,1,0,0,0,60,24,0,66,0,0,0,0,60,80,127,23,0,103,0,0,0,0,88,0,60,75,127,0,2,2,12,127,1,12,67,25,1,2,60,40,70,64,25,85,47,64,84,0,0,3,66,1,2,1,72,0,0,7,1,86,20
007,0,90,1,93,66,1,0,0,0,0,12,1,80,0,60,0,0,51,44,127,54,50,95,127,0,0,0,90,0,84,57,127,0,2,2,10,15,1,8,46,28,1,2,82,40,52,64,30,64,44,54,127,0,0,3,66,1,2,1,57,0,1,4,1,77,25
068,2,127,1,118,50,0,0,0,0,34,24,1,127,15,36,0,0,15,50,127,16,0,127,67,100,0,18,52,0,45,85,127,0,2,3,14,127,1,6,94,22,1,2,40,80,57,64,35,64,115,93,127,0,0,12,127,0,2,5,95,127,0,3,1,68,40
051,3,0,4,64,80,1,127,0,0,64,0,0,0,127,85,2,0,107,0,127,0,70,127,0,0,0,0,97,0,60,120,127,0,1,0,0,127,1,8,70,28,1,2,127,30,49,64,30,19,24,32,103,0,0,0,96,1,3,5,82,0,1,4,1,84,0
064,1,0,1,64,40,1,58,0,0,31,0,0,34,0,100,1,40,120,0,38,3,1,117,24,0,0,35,127,0,0,46,127,0,3,1,11,127,1,8,53,46,1,2,72,57,42,64,60,64,54,51,127,0,10,3,67,1,2,1,70,0,0,3,1,63,70
039,1,0,1,89,79,1,89,1,0,64,12,0,64,0,0,1,0,25,50,127,81,35,78,0,40,0,0,51,0,0,75,127,1,3,2,14,127,1,8,52,17,1,2,24,127,52,64,70,62,57,83,59,0,0,3,65,1,2,1,62,1,0,3,1,80,25
069,2,98,2,104,81,0,37,0,0,87,12,1,114,10,85,0,0,92,37,127,41,20,127,67,60,0,80,60,70,98,48,127,0,1,0,18,40,1,6,30,15,1,4,40,54,72,64,80,64,44,89,127,0,0,12,102,1,5,5,45,0,1,7,0,59,55
016,0,0,3,64,75,1,95,0,1,57,0,0,64,0,0,3,19,64,0,127,85,0,127,0,0,0,50,102,85,80,90,127,0,1,2,7,50,1,8,50,43,1,2,114,36,26,47,0,30,88,24,127,0,0,3,66,1,2,5,65,0,1,4,5,60,20
024,0,0,3,96,66,1,63,0,0,127,12,0,0,72,0,1,15,55,75,127,0,27,127,127,0,0,0,70,95,79,93,127,0,1,2,10,127,1,8,59,17,1,2,29,120,47,64,70,64,58,53,102,0,0,3,65,1,2,1,75,0,0,3,1,64,64
035,0,0,1,79,65,1,127,1,0,127,12,0,64,0,0,1,1,57,50,80,50,0,94,13,0,0,0,59,110,60,45,127,0,2,0,10,64,1,8,37,28,1,2,42,127,26,64,50,64,40,17,102,0,0,3,65,1,2,5,76,0,0,5,1,68,92
052,1,0,1,64,84,1,51,0,0,64,-12,0,64,0,0,1,0,70,0,62,0,50,93,127,0,0,0,0,127,0,60,127,1,2,2,14,84,1,8,41,28,1,2,72,60,51,64,50,95,110,70,91,0,0,3,38,1,3,2,96,90,0,5,1,64,0
057,0,102,2,102,62,1,0,0,0,56,0,1,76,40,25,0,0,71,70,127,0,0,127,127,0,0,40,112,0,79,35,127,0,2,2,7,127,1,7,93,28,1,2,42,85,32,64,80,57,79,21,127,0,0,3,66,1,2,1,69,0,0,5,1,0,0
054,3,0,2,109,76,1,38,0,0,127,0,0,64,0,0,1,0,73,73,127,0,0,127,127,0,0,0,76,37,85,85,127,0,1,3,11,64,1,8,40,12,1,2,64,64,50,64,40,64,41,37,127,0,0,3,83,1,4,1,70,45,1,7,5,84,13
006,1,0,3,77,66,1,89,0,0,127,12,1,99,0,6,1,0,70,0,127,75,0,127,0,0,0,0,65,0,43,45,127,0,2,2,14,30,1,8,39,19,1,2,55,70,49,64,49,88,64,45,99,0,0,3,66,1,2,5,52,0,0,3,0,22,7
030,0,0,3,36,81,0,127,0,0,64,0,1,99,0,44,1,0,54,32,64,0,14,118,64,51,0,4,76,0,64,105,0,0,1,0,7,127,0,8,40,20,1,2,80,64,50,64,11,74,4,112,102,0,0,12,127,1,2,1,60,0,0,7,2,63,40
072,0,0,3,71,35,1,127,0,1,21,0,1,127,112,127,3,43,25,57,121,47,0,110,123,0,0,50,127,0,0,105,127,0,4,0,16,19,1,12,36,18,1,2,51,74,52,40,3,29,82,46,124,1,21,0,67,1,2,5,75,1,1,4,5,97,0
018,0,0,1,111,81,1,0,0,0,40,0,1,114,0,10,0,0,127,0,106,0,20,118,0,0,0,0,70,0,68,38,127,0,2,2,10,127,1,8,78,13,1,2,44,116,43,64,25,64,105,102,100,0,0,3,67,1,2,1,64,0,1,6,1,90,0
002,2,0,2,64,62,1,127,0,0,127,12,1,127,0,0,1,0,62,0,127,0,50,127,20,0,0,0,60,0,60,30,127,0,2,2,14,127,1,8,60,20,1,2,73,44,61,64,10,64,101,64,127,0,0,3,71,1,2,1,77,0,1,4,5,81,24
023,2,0,2,94,66,1,89,1,0,70,12,0,64,0,0,3,0,75,50,124,0,0,93,65,0,0,20,106,80,84,90,127,0,1,2,13,127,1,7,86,43,1,2,77,43,52,64,40,64,51,38,95,0,0,3,65,1,2,1,74,0,0,7,5,63,20
010,3,0,4,64,80,1,127,0,0,64,0,0,0,127,85,2,0,90,0,127,90,0,127,0,0,0,33,53,0,54,34,127,1,1,0,11,127,1,5,70,51,1,2,20,0,127,12,127,105,95,26,103,1,0,12,127,0,3,5,82,0,0,4,1,84,0
067,3,90,2,71,75,1,70,0,0,93,0,1,8,67,0,1,105,92,0,84,50,0,85,90,31,0,90,98,0,74,97,127,0,3,0,14,64,1,11,70,12,1,2,64,62,41,64,63,64,64,64,64,0,0,0,127,1,1,1,30,16,1,4,5,105,0
066,2,0,2,64,81,0,0,0,0,110,-24,1,114,10,85,0,0,127,37,64,0,100,127,67,60,0,0,30,0,72,100,127,1,1,0,13,10,1,6,30,4,1,4,40,54,72,64,64,64,44,102,109,0,0,0,117,1,5,5,69,127,0,7,0,72,127
053,1,0,2,93,0,1,101,1,0,127,-12,1,127,0,24,0,0,70,67,62,0,0,113,20,0,0,0,70,0,0,42,127,0,1,2,14,127,1,9,47,15,1,2,64,61,53,64,20,64,47,41,89,0,0,3,63,0,3,1,77,35,0,4,1,90,127
048,1,0,3,97,66,1,45,0,0,88,0,0,64,0,0,1,38,89,15,64,67,0,77,70,0,0,30,78,115,36,25,127,0,2,1,14,127,1,8,61,17,1,2,52,88,36,85,40,89,80,39,127,0,0,3,67,1,2,1,72,0,1,3,1,82,0
008,1,0,1,67,84,1,76,0,0,30,0,1,74,4,20,0,0,68,0,0,20,40,100,70,28,0,0,75,0,0,62,127,0,2,0,12,127,1,9,50,24,1,2,47,64,71,64,90,63,73,69,100,0,0,3,127,0,2,1,64,64,0,5,1,64,64
027,2,0,1,90,66,1,63,1,0,127,0,1,69,80,70,1,0,64,50,127,70,0,128,0,0,0,0,80,0,0,74,127,0,2,2,17,127,1,6,59,15,1,2,82,40,46,64,40,64,79,53,127,0,0,3,67,1,2,5,72,0,1,4,5,80,0
038,0,70,2,103,66,1,0,0,0,45,0,0,40,62,29,0,25,100,0,127,0,0,113,62,0,0,40,106,0,93,27,127,0,2,1,14,64,1,12,60,20,1,4,63,100,25,64,88,90,41,54,100,0,0,3,66,1,2,5,66,0,1,4,5,81,0
034,0,0,3,97,66,1,102,0,1,127,12,0,64,0,0,1,0,70,20,127,0,0,123,0,0,0,0,91,0,49,23,127,0,3,1,14,127,1,8,96,14,1,2,22,127,55,64,80,64,108,84,127,0,0,3,65,1,2,1,70,0,0,3,5,84,4
043,3,0,2,62,66,1,64,1,0,127,0,1,67,15,30,1,0,40,0,0,80,90,98,0,0,0,33,64,95,47,50,127,0,2,2,14,127,1,8,44,16,1,2,48,92,34,25,20,64,79,51,106,0,22,3,64,1,4,1,98,35,0,2,1,52,2
003,2,0,3,77,65,1,67,0,0,25,12,1,54,6,30,0,40,40,20,127,87,0,83,0,0,0,40,0,127,10,26,127,0,2,2,14,126,1,9,44,22,1,4,56,45,56,64,40,64,88,55,127,2,34,3,68,1,2,5,73,0,0,4,5,72,32
013,0,70,3,32,65,0,127,0,0,64,0,1,99,0,40,1,10,71,0,64,0,0,93,0,0,0,20,127,0,38,127,127,0,1,0,11,64,1,6,33,28,1,2,64,40,54,64,25,95,4,0,102,0,0,0,127,1,7,5,127,0,0,7,1,64,64
037,1,0,3,37,81,0,127,0,0,64,0,1,94,0,63,1,0,124,127,127,0,0,127,64,85,0,0,77,0,55,105,0,0,1,0,7,127,0,8,40,20,1,2,85,50,59,64,15,55,4,107,60,1,0,12,102,1,2,1,52,0,0,5,1,64,64
049,2,0,1,51,63,1,32,0,0,60,0,0,63,2,0,0,45,80,0,58,30,0,113,127,0,0,30,110,0,80,40,127,0,2,1,11,127,0,7,55,4,1,2,48,80,53,64,30,60,111,87,103,1,0,3,67,0,2,5,73,0,1,5,5,45,39
017,0,110,2,94,81,1,0,0,0,64,12,0,64,0,0,1,0,64,25,64,75,14,86,0,0,0,0,75,0,85,12,127,0,2,2,11,127,1,12,45,17,1,2,71,41,41,64,40,64,20,37,108,0,0,3,65,1,2,1,64,0,1,5,1,70,0
020,2,0,2,64,64,1,0,0,0,127,24,1,66,0,35,1,10,30,0,127,0,0,127,30,40,0,7,70,0,42,40,127,0,2,2,14,100,1,3,81,35,1,2,41,70,70,64,37,64,42,64,127,0,0,3,96,0,2,1,76,0,0,5,1,60,127
025,3,0,4,64,66,0,127,0,0,64,-12,0,64,0,0,1,30,122,0,0,0,30,123,64,0,0,30,45,0,0,38,127,0,1,0,11,127,1,6,24,43,1,2,100,0,127,121,127,55,114,81,64,0,0,0,22,0,2,1,64,0,0,7,1,78,64
021,1,0,1,64,66,1,38,0,0,77,0,0,64,0,0,1,0,118,50,127,0,0,118,127,0,0,58,127,127,79,39,127,0,2,1,11,127,1,7,55,25,1,2,127,54,54,30,50,39,96,84,127,0,0,3,63,1,2,5,84,0,1,4,5,86,0
033,0,0,3,94,63,1,38,1,1,127,12,1,78,0,20,1,0,75,94,127,0,32,122,0,21,0,0,80,0,80,46,127,0,1,2,11,127,1,12,69,17,1,2,64,127,12,64,35,80,91,50,127,0,0,3,64,1,2,5,72,0,0,5,1,64,64
019,1,0,1,77,66,1,25,1,0,34,-24,0,64,2,0,0,0,95,0,52,50,0,93,35,40,1,0,97,47,16,45,127,0,2,2,9,127,0,1,63,14,1,2,71,127,17,64,35,63,21,43,104,1,0,3,121,0,2,1,72,0,1,5,1,0,0
047,1,0,1,59,64,1,57,1,0,127,0,1,94,0,50,1,25,105,110,127,0,0,121,0,0,0,35,119,0,60,40,127,0,3,0,14,89,1,12,67,43,1,2,82,60,53,64,55,65,108,58,71,0,0,3,74,1,2,1,67,0,0,3,1,58,0
059,1,0,1,94,127,1,51,1,0,127,0,1,69,25,30,1,0,100,0,127,0,0,123,4,0,0,38,87,0,58,50,127,0,2,2,14,127,1,8,84,28,1,2,76,45,56,93,30,100,48,52,79,0,12,3,67,1,2,1,68,0,0,2,1,70,3
055,2,10,1,92,0,1,56,1,0,40,0,1,76,0,45,0,50,105,0,74,25,40,103,0,0,0,30,89,105,30,66,127,0,1,0,18,64,1,10,36,34,1,2,32,83,49,64,62,65,105,86,109,1,0,3,84,1,5,5,50,0,1,2,1,72,0
029,3,42,3,102,77,1,82,0,0,127,0,0,60,86,0,0,0,80,0,127,0,0,120,0,0,0,0,0,114,61,65,127,0,2,2,11,127,1,8,46,26,1,2,57,80,20,64,40,73,112,76,127,0,0,2,66,1,2,1,67,0,0,1,5,87,2
058,1,40,2,93,24,1,76,1,0,127,0,1,59,0,45,1,0,127,0,0,0,30,120,0,0,0,0,110,0,0,50,127,0,3,2,12,127,1,7,84,21,1,2,86,90,46,79,60,64,96,38,127,1,20,3,64,1,1,1,40,20,0,3,5,14,82
045,0,103,2,101,62,1,0,0,0,64,12,0,64,0,0,0,10,100,0,127,0,0,127,0,0,0,0,80,0,70,31,127,0,1,0,11,64,1,8,60,35,1,2,50,127,21,64,30,64,51,45,127,0,0,3,65,1,2,1,67,0,1,5,1,93,0
065,0,0,3,83,66,1,89,0,1,64,0,0,127,31,0,0,0,64,75,127,20,0,110,0,0,0,60,36,127,85,50,127,0,1,3,11,127,1,9,40,28,1,2,64,45,59,64,80,40,35,45,127,0,0,3,77,0,4,5,54,40,1,7,1,66,30
022,2,0,2,89,62,1,89,0,0,127,24,0,64,0,0,1,0,79,0,127,0,0,127,127,0,0,0,68,0,61,40,127,0,1,2,14,127,1,8,46,19,1,2,72,50,62,64,25,64,114,81,127,0,0,3,67,1,2,1,77,0,0,3,1,60,40
009,1,0,2,64,75,1,127,0,0,100,0,0,97,32,42,1,33,0,0,64,50,97,92,50,30,0,0,54,0,47,64,127,0,2,3,11,2,1,8,80,46,1,2,64,64,50,64,40,45,54,73,80,0,0,3,81,1,2,5,61,5,0,4,1,0,0
044,0,105,2,102,63,1,26,0,0,127,12,0,57,58,117,0,0,72,0,124,0,0,108,100,0,0,0,52,0,62,43,127,0,1,2,7,30,1,8,53,19,1,2,36,110,33,39,35,70,111,76,127,0,0,3,66,1,2,5,73,0,0,5,1,64,64
026,1,0,1,64,72,1,48,0,0,61,0,0,99,0,42,0,0,0,0,96,40,64,120,109,31,0,45,72,104,89,74,127,0,1,1,11,127,1,8,13,37,1,2,95,55,48,32,30,65,42,45,127,0,0,3,65,1,2,5,67,0,1,7,5,60,15
004,3,0,2,68,75,1,62,0,0,93,0,0,127,47,0,0,40,100,0,84,52,118,83,80,0,0,20,120,80,80,51,127,0,2,1,11,127,1,10,68,20,1,2,64,62,41,64,45,64,18,96,119,0,0,0,67,1,2,1,75,0,1,3,3,79,0
062,1,0,3,95,66,1,64,1,0,127,0,1,94,0,25,1,0,70,0,127,80,0,116,0,0,0,0,70,0,48,63,127,0,1,0,10,64,1,8,62,30,1,2,30,127,50,64,60,64,108,72,127,0,0,3,67,1,2,1,72,0,0,5,5,50,62
063,1,0,1,63,127,1,63,0,0,31,0,0,34,0,100,0,0,77,80,85,30,20,127,0,0,0,25,55,105,61,43,127,0,2,2,14,30,1,10,77,27,1,2,90,70,45,64,55,85,115,96,127,0,0,3,127,1,2,2,80,57,1,3,1,29,127
041,2,27,2,77,71,1,49,0,0,106,0,1,62,0,55,0,50,45,60,98,60,0,80,30,0,0,50,46,113,81,42,127,0,4,1,11,28,1,8,72,24,1,2,45,117,38,64,90,65,85,64,64,0,16,3,66,1,3,5,61,10,0,5,1,64,64
036,1,0,1,64,63,1,25,0,0,108,0,0,64,0,0,0,0,100,0,100,0,0,63,0,0,0,0,127,0,63,23,127,1,2,2,14,50,1,7,63,35,1,2,0,40,63,12,100,95,117,95,109,0,0,3,89,1,3,0,98,85,1,3,0,108,127
005,3,0,1,84,65,1,19,1,0,35,0,0,127,0,40,1,0,20,0,0,65,0,127,0,0,0,0,50,0,0,80,127,1,2,3,14,127,1,8,20,12,1,2,93,68,55,64,20,90,46,64,85,0,0,3,45,0,6,5,66,81,1,3,5,79,40
032,0,96,4,30,63,0,24,1,0,127,-15,0,63,0,0,0,63,111,37,127,0,0,127,67,60,0,90,96,0,0,32,127,0,1,0,18,40,1,6,50,53,1,4,40,54,72,64,30,30,85,0,127,1,0,12,63,1,7,5,26,127,1,2,1,11,90
028,2,0,2,89,62,1,108,0,0,127,0,1,94,0,0,1,0,71,0,74,0,0,127,0,0,0,0,127,0,72,37,127,0,2,3,17,127,1,8,37,16,1,2,57,127,42,64,20,65,113,98,110,0,0,0,66,1,2,5,80,0,1,5,5,108,0
Wah Wah Guitar,3,0,1,64,81,1,64,0,0,66,0,0,64,0,0,0,0,36,8,126,56,33,64,0,53,1,73,127,1,108,46,64,0,2,0,11,64,0,8,40,40,0,2,33,64,64,0,40,66,78,127,127,0,32,12,121,1,2,0,0,0,1,3,5,96,64
Old School Lead,1,0,4,89,63,1,0,0,0,64,24,0,64,0,0,2,0,0,0,0,30,45,0,62,0,1,43,127,127,39,62,64,0,1,0,11,64,1,1,40,40,1,1,21,64,64,0,40,64,64,64,64,2,48,12,20,1,2,1,64,0,1,2,1,71,0
Resonant Lead,1,0,2,64,64,1,0,0,0,90,12,0,64,0,0,3,0,0,0,0,100,85,64,64,70,1,9,127,127,0,88,64,0,1,0,11,64,1,11,40,24,0,2,64,64,64,0,40,64,64,64,64,2,20,12,20,1,2,1,64,0,1,5,1,64,64
Hip Hop Bass 1,1,0,2,77,83,1,18,1,1,57,-24,0,64,0,0,1,127,38,61,126,61,87,69,64,75,1,32,64,107,41,72,64,0,1,0,11,64,0,13,40,40,0,2,64,64,64,0,40,64,64,64,64,2,36,12,20,1,2,1,64,0,1,3,5,68,0
Whine Lead,2,78,2,64,81,1,64,1,1,32,12,0,64,0,0,0,127,64,32,64,71,80,0,127,0,1,45,62,107,64,107,64,0,1,0,11,64,0,1,66,13,0,1,60,64,64,6,0,63,62,64,60,2,45,12,20,1,2,1,64,0,1,5,1,64,0
Sci Fi Lead,0,0,3,77,70,1,71,0,0,45,0,0,52,0,49,1,82,30,84,0,86,36,110,56,30,1,17,57,100,57,79,1,0,2,0,11,64,1,7,34,30,1,2,72,66,64,0,40,64,61,64,60,2,37,12,32,1,1,1,76,4,0,5,0,33,80
Dr. Dre like lead,3,0,3,64,71,1,29,0,0,69,0,0,0,46,127,1,85,65,112,64,66,110,65,64,31,1,36,60,80,64,107,64,0,1,0,11,64,1,10,23,11,0,2,26,64,64,0,40,64,64,64,64,2,30,12,20,0,2,1,64,0,0,4,1,69,0
Sine Bass,0,0,3,89,81,1,6,0,0,64,-24,0,64,0,0,0,66,64,32,64,94,26,64,64,35,1,28,64,107,28,79,64,0,1,0,11,64,0,2,40,40,1,4,9,60,108,67,40,64,64,64,64,2,36,12,20,1,2,1,64,0,1,2,1,70,0
EP Pad (evolves),2,0,2,77,81,1,64,0,0,72,0,0,65,0,0,1,112,118,0,12,53,62,42,64,28,1,18,0,127,64,105,65,0,1,0,11,64,1,8,40,40,1,2,61,69,64,0,40,64,64,64,64,0,0,12,20,1,2,1,64,0,1,3,5,30,25
Bubbly Bass,1,0,1,39,81,1,127,0,0,64,0,0,64,0,0,0,0,0,64,36,55,0,64,64,50,1,41,0,127,40,48,64,0,1,0,11,64,0,8,40,40,0,2,64,64,64,0,40,64,64,64,64,2,48,12,20,1,2,5,88,0,1,2,1,70,1
(Almost) Nord lead,1,0,3,39,64,1,47,0,0,0,0,0,82,42,82,1,42,48,32,64,102,25,39,127,101,1,23,64,108,64,34,64,0,1,0,11,64,0,2,40,9,1,2,64,64,64,0,40,82,100,104,13,2,0,12,20,1,2,1,64,0,0,3,5,78,0
Ramp Lead,1,0,1,64,81,1,48,1,0,64,0,0,64,0,0,3,20,64,32,64,62,78,64,64,74,1,64,64,107,18,89,64,0,1,0,11,64,1,2,40,12,1,2,64,64,64,0,40,64,64,64,64,2,32,12,20,1,2,1,64,0,1,3,1,71,0
Whistle Lead,0,0,3,64,81,1,30,0,0,64,12,0,64,0,0,0,48,64,32,64,127,4,64,64,16,1,64,64,107,64,65,64,0,1,0,11,64,1,3,63,12,0,2,64,64,64,0,40,64,64,64,64,2,25,12,20,1,2,1,64,0,1,2,1,73,3
MotionArp140bpm,2,95,3,64,81,1,64,0,0,78,0,0,64,0,0,1,31,7,45,77,54,81,104,64,0,1,0,64,107,64,127,64,1,4,0,11,64,1,16,40,92,1,2,64,64,64,0,102,64,64,64,64,0,0,12,20,1,3,5,48,74,1,5,1,44,123
Marshall Gibson,2,56,1,64,70,1,64,0,0,64,-12,0,0,96,89,1,0,64,81,0,72,0,62,64,127,1,21,64,107,64,127,30,0,1,0,11,64,1,1,0,118,1,2,64,64,64,0,91,64,18,71,64,0,0,2,6,1,2,1,64,0,0,5,1,64,64
Stellar Noise,2,53,1,0,63,0,62,0,0,127,24,1,71,78,77,2,0,64,32,64,48,79,64,64,0,1,32,127,0,24,107,64,0,1,0,11,64,1,12,48,118,1,2,64,64,64,104,84,64,64,64,64,0,20,12,20,1,1,4,55,127,0,5,1,90,83
Macheen-S1,0,99,1,64,66,1,64,0,0,98,0,0,64,0,0,1,96,118,108,105,48,90,112,68,0,0,96,64,127,85,95,60,0,1,1,13,89,0,19,0,127,1,4,76,83,28,0,94,64,64,64,64,0,0,12,20,1,4,2,73,127,0,3,5,0,0
Titanium Guitar-Fx,0,0,4,64,81,1,49,1,0,64,0,0,64,0,0,1,0,64,32,64,81,14,64,64,0,1,4,64,127,85,127,64,0,1,0,11,64,1,19,0,17,1,4,77,71,64,0,90,64,64,64,64,0,0,12,20,0,2,1,64,1,0,5,1,64,64
Phoenix Two,2,0,1,64,74,1,62,0,0,64,0,0,64,0,0,1,0,64,32,64,48,83,64,64,0,1,0,64,92,103,127,22,1,2,0,12,119,0,13,3,40,1,2,64,64,64,0,78,64,64,64,64,0,0,12,127,1,2,1,69,1,1,3,1,26,112
Vector Alpha,3,0,2,64,64,1,66,1,0,64,0,0,64,0,0,2,0,118,96,64,73,3,64,115,96,0,0,126,0,94,120,0,0,1,0,0,112,1,7,0,58,1,2,64,64,64,0,87,64,64,64,64,0,0,12,20,0,5,5,0,0,0,3,5,0,127
Fitch's Cello,2,39,1,51,66,1,64,0,0,64,0,1,86,0,85,1,0,64,32,64,81,14,64,64,0,1,64,64,107,64,123,64,0,1,0,11,64,0,1,7,26,0,2,64,64,64,0,84,64,64,64,64,0,0,12,20,0,2,1,55,1,0,5,1,64,64
Foonish,3,0,2,64,63,1,28,0,0,66,0,1,81,0,41,1,0,64,32,64,80,23,64,64,0,1,62,64,107,73,98,64,0,1,0,15,34,1,19,15,6,1,2,64,64,64,107,108,64,64,64,64,0,12,12,20,1,3,5,35,98,0,5,1,64,64
Dreadnaught,1,0,4,64,73,1,64,1,0,64,0,0,64,0,0,1,0,64,32,64,81,14,64,64,0,1,0,109,0,64,107,64,0,1,0,11,64,1,8,40,3,1,4,64,64,10,0,84,64,64,64,64,0,0,12,20,0,2,1,64,0,0,5,1,64,64
Complete Nonsense,0,81,1,64,81,0,66,1,0,64,0,1,83,5,87,1,0,64,32,64,10,54,127,127,0,1,0,114,0,77,87,45,0,4,1,15,62,1,12,96,118,1,2,64,57,64,90,105,65,61,105,63,1,63,12,20,1,3,5,60,116,1,1,3,0,105
Night Train,1,0,1,51,69,1,65,0,0,114,0,0,66,0,0,1,47,64,32,90,42,85,64,64,0,1,103,64,107,98,127,3,0,1,0,14,61,1,13,0,91,1,2,64,64,64,0,84,64,64,64,64,0,0,12,20,1,3,5,18,101,1,4,1,78,41
Noize Klav,2,0,4,63,65,0,74,1,0,36,-12,0,64,0,0,1,0,96,96,96,101,60,61,64,0,1,0,64,107,52,112,64,0,1,0,14,64,0,1,40,92,1,2,71,64,44,26,98,64,64,64,64,0,0,12,20,0,3,5,37,97,0,5,1,64,64
Titanium Guitar,0,0,4,64,81,1,49,1,0,64,0,0,64,0,0,1,0,64,32,64,81,14,64,64,0,1,4,64,127,85,127,64,0,1,0,11,64,0,8,40,40,1,2,64,64,64,0,44,64,64,64,64,0,0,12,20,0,2,1,64,1,0,5,1,64,64
