name,osc1 shape,osc1 fm modulation,osc2 shape,osc2 pitch,osc2 tune,osc2 kbd track,osc mix,osc sync,osc ring modulation,osc pulse width,osc key shift,osc mod env on/off,osc mod env amount,osc mod env attack,osc p.env decay,filter type,filter attack,filter decay,filter sustain,filter release,filter freq,filter resonance,filter amount,filter kbd track,filter distortion,filter velocity switch,amp attack,amp decay,amp sustain,amp release,amp gain,amp velocity sens.,arp. on/off,arp type,arp range,arp beat,arp gate,delay on/off,delay time,delay feedback,delay level,chorus on/off,chorus type,chorus delay time,chorus depth,chorus rate,chorus feedback,chorus level,equalizer tone,equalizer freq.,equalizer level,equalizer Q,play mode type,play mode portament,pitch bend range,wheel lfo1 depth sens.,lfo1 on/off,lfo1 destination,lfo1 type,lfo1 speed,lfo1 depth,lfo2 on/off,lfo2 destination,lfo2 type,lfo2 speed,lfo2 depth
STR:Violin RH,1,0,1,79,63,1,73,1,0,23,0,1,46,16,15,0,16,60,60,75,48,0,127,57,28,1,75,80,117,68,69,22,0,1,0,7,64,1,7,42,12,1,2,64,64,50,64,40,64,84,78,64,0,0,12,20,1,2,1,74,1,1,1,1,56,4
BAS:Fretless Bass  RH,2,0,2,51,66,1,96,1,0,46,-12,1,87,0,10,1,29,80,49,68,18,40,98,48,26,1,31,89,0,41,118,22,0,1,0,7,64,0,1,40,30,1,4,79,64,40,82,54,64,64,64,64,0,0,12,68,1,2,1,64,2,1,3,1,54,7
PAD:Cosmos Sweep RH,1,29,2,64,66,1,25,0,0,113,0,0,64,0,0,1,90,88,127,106,34,53,95,127,0,0,55,23,92,94,90,3,0,4,2,11,36,1,16,40,6,1,2,64,64,50,64,64,64,64,64,64,0,0,12,127,1,5,1,68,12,1,1,5,65,7
KEY:Rhodes Piano RH,0,61,3,64,63,1,84,0,0,98,0,0,65,28,24,1,0,60,73,62,61,0,89,72,0,1,8,94,0,70,108,42,0,1,3,11,64,0,0,40,60,1,1,58,60,50,64,35,60,66,64,28,0,0,12,127,0,7,5,60,15,0,1,5,39,1
GTR:Harm. Guitar RH,3,95,3,94,66,1,76,0,0,12,0,1,75,10,4,3,0,65,24,62,54,100,83,15,109,0,16,90,0,52,76,22,0,1,0,9,64,0,6,54,56,1,2,64,64,50,64,40,64,64,64,64,0,0,12,9,1,1,1,66,0,0,1,1,65,64
GTR:E Guitar 2 RH,3,0,2,64,66,1,76,0,1,85,0,0,89,10,8,0,16,74,48,62,64,64,79,31,30,1,0,92,0,52,93,22,0,1,0,11,64,1,8,40,28,1,2,64,64,50,64,40,64,64,64,64,0,0,12,9,1,2,1,66,0,0,1,1,65,64
Distilled Ld,2,91,1,64,66,1,86,0,0,108,0,1,36,12,74,1,13,60,12,38,85,60,97,82,16,1,12,14,127,61,91,70,0,3,0,11,22,1,8,36,35,0,2,44,14,12,63,19,60,95,60,96,0,0,12,74,1,1,1,84,7,1,3,2,60,80
Lazy duck,3,0,1,102,65,1,18,0,1,40,0,1,11,28,18,1,4,76,18,76,20,77,90,116,10,0,2,60,112,42,72,48,0,2,1,13,9,1,8,40,7,0,2,30,63,35,42,5,56,95,51,80,0,23,12,74,1,1,1,61,2,1,3,2,80,22
Sweet lead II,2,0,1,77,65,1,63,1,0,64,0,0,64,2,0,1,0,127,0,32,88,78,76,64,0,1,2,114,0,32,90,64,0,1,0,11,64,1,8,30,27,1,2,64,64,50,64,38,64,64,64,64,0,0,12,74,1,2,0,90,2,1,4,1,107,38
Unstability,1,34,1,64,64,1,74,1,0,64,0,1,26,12,78,1,8,0,64,0,78,36,89,47,0,1,0,42,127,11,93,64,0,1,0,11,64,1,12,33,4,1,2,42,60,51,70,37,63,64,64,64,0,13,12,74,1,2,1,108,3,0,4,2,114,11
Talking synth,1,0,4,51,63,1,76,1,1,0,0,1,96,3,84,3,0,88,0,77,58,36,85,0,23,0,8,90,127,80,114,0,0,1,0,11,64,1,6,76,23,0,2,64,36,57,64,14,64,64,64,64,2,22,12,74,1,1,0,41,69,0,5,1,64,64
Metallic drops,2,96,2,89,64,1,62,0,1,83,0,0,64,42,12,3,8,12,80,72,76,45,67,82,46,0,1,46,116,57,104,86,0,2,1,10,113,1,8,42,10,1,1,14,10,77,106,53,91,67,54,96,1,0,12,74,1,5,5,89,37,1,3,1,81,26
No reservations,1,0,1,77,65,1,81,0,0,49,0,1,92,10,67,0,16,64,42,81,72,36,79,52,0,0,4,27,127,64,85,28,0,1,0,11,64,1,8,52,12,1,2,59,51,32,63,39,71,67,53,87,0,3,12,74,1,3,5,49,16,1,2,5,60,1
Vintage feel,2,12,1,51,82,1,9,0,1,39,0,1,96,26,12,1,13,63,86,127,16,11,96,3,22,0,9,13,88,8,127,75,0,1,1,5,95,1,8,45,25,1,2,14,62,41,12,2,73,98,69,22,0,0,12,74,1,7,5,80,16,1,3,2,37,102
Synth1power,1,0,1,89,64,1,12,0,0,94,24,1,13,4,54,3,13,68,30,79,3,7,127,5,17,0,20,79,107,63,118,47,0,1,0,11,64,1,8,40,20,1,2,64,64,39,64,10,65,92,68,63,0,0,12,74,0,2,3,62,2,1,1,1,80,95
Squashed Ld,1,0,2,0,66,1,78,0,0,48,0,1,127,9,65,3,40,35,48,17,92,48,35,25,42,1,24,22,90,45,127,48,0,1,3,2,104,1,12,12,16,1,2,71,63,35,35,8,83,93,47,70,0,0,12,74,1,4,5,6,5,1,3,1,73,40
Tension builder,1,0,4,77,66,1,29,0,1,90,0,1,60,46,24,3,10,25,35,74,46,10,87,78,27,1,8,70,124,36,87,64,0,1,0,11,64,0,5,53,17,1,2,58,90,72,70,60,74,45,33,92,2,12,12,74,1,3,4,94,24,1,1,1,66,5
Delicate key,0,6,1,39,72,1,13,1,0,68,0,1,16,6,50,3,51,48,7,79,74,51,55,70,49,0,2,112,79,38,127,122,0,2,1,5,61,1,3,56,39,1,2,41,72,51,76,39,73,60,50,77,0,0,12,74,1,3,1,66,12,1,3,1,92,89
Afterlife,0,12,3,51,66,1,62,0,1,90,0,1,98,52,39,1,10,25,35,74,93,51,53,92,26,1,2,5,124,36,105,90,0,1,0,11,64,1,8,58,18,1,2,59,43,41,64,52,59,45,29,92,0,0,12,74,1,3,3,94,79,1,7,1,96,9
Roboduck,0,12,3,51,66,1,62,0,0,63,0,1,112,52,39,1,10,25,35,74,93,51,53,92,48,1,3,40,127,48,84,40,0,1,0,11,64,0,8,58,9,1,2,59,36,41,64,44,59,45,29,92,0,0,12,74,1,3,3,94,79,1,7,1,96,9
Gentle pluck,0,0,1,77,63,1,98,0,0,11,0,1,96,0,64,0,0,74,39,85,8,0,97,45,9,1,2,84,0,70,127,48,0,1,0,11,64,1,8,50,16,0,1,97,42,40,64,31,89,45,25,78,0,2,12,74,1,3,5,51,6,0,5,1,64,64
Scavengers fx,2,18,2,77,64,1,65,0,0,36,-12,1,42,7,47,0,33,90,11,32,88,40,42,64,20,1,74,64,113,85,108,102,0,2,0,7,127,1,8,26,27,1,1,38,37,74,116,42,74,91,20,112,0,9,12,74,1,6,3,96,127,1,3,0,90,27
Focus Ld,1,0,4,64,63,1,64,0,1,81,0,1,20,6,52,2,6,84,37,42,67,58,95,51,24,0,2,54,127,7,78,101,0,2,1,3,83,1,8,80,28,1,2,6,0,105,92,87,75,41,61,64,1,8,12,74,1,2,3,91,0,1,3,0,67,90
Minimal vibe loop (low oct) C,3,0,4,115,69,1,7,0,1,71,-24,1,82,6,46,1,82,61,89,37,84,66,109,0,30,0,4,78,114,45,98,13,1,2,3,14,40,1,15,78,9,1,2,45,72,44,109,64,86,28,33,73,0,8,12,74,1,4,5,6,8,1,3,5,102,54
Classic key,1,0,1,64,73,1,64,0,0,64,0,0,57,0,8,0,0,64,0,0,42,0,95,15,8,0,0,92,1,6,77,101,0,1,0,11,64,1,8,27,28,0,2,52,44,21,54,18,78,41,61,64,0,0,12,74,0,7,1,65,26,1,2,3,70,1
Loop series III,2,100,1,102,70,1,117,0,1,6,-12,1,90,36,30,3,8,12,80,72,14,31,98,97,36,1,3,32,123,77,127,45,1,2,1,11,36,1,12,38,26,1,2,70,42,31,49,53,66,67,54,96,1,13,12,74,1,5,5,89,37,1,4,4,81,57
Glassy II,3,0,1,102,65,1,28,0,0,18,24,1,20,4,54,3,13,68,30,79,20,18,115,29,46,0,21,83,98,32,127,42,1,2,0,14,32,1,8,40,23,1,2,64,64,39,64,17,81,90,42,78,0,2,12,74,0,1,1,18,16,1,3,1,80,95
Parade,1,12,3,89,62,0,48,0,0,76,-12,1,90,6,28,1,78,61,78,54,12,18,48,53,22,0,49,10,116,35,127,110,1,2,0,11,114,1,5,9,11,1,4,73,36,75,37,73,76,4,23,76,1,66,12,74,1,3,0,94,108,1,4,1,77,94
Classic II,1,0,1,64,68,1,84,1,0,64,0,1,25,11,21,0,6,64,21,15,85,36,77,5,23,0,2,36,125,32,85,104,0,1,0,11,64,1,8,35,13,0,2,6,34,35,24,25,93,49,47,90,0,0,12,74,0,7,2,65,10,1,2,3,70,1
Crazy ghosts,1,81,1,102,55,1,78,0,0,92,12,1,30,3,47,0,49,30,10,42,50,30,36,92,18,1,74,64,113,85,112,102,0,2,0,7,127,1,13,53,27,1,1,38,73,70,92,42,72,91,20,102,0,0,12,74,1,3,4,96,69,1,2,5,73,3
Vacuum seq,3,92,2,115,74,1,84,1,0,20,0,1,64,26,84,0,0,22,33,91,66,22,115,72,22,0,12,28,79,82,120,6,0,3,0,15,96,1,8,77,16,1,2,12,104,63,54,18,50,66,48,48,0,13,12,74,1,3,4,78,12,1,4,1,81,57
Boomerang,3,0,1,77,73,1,55,0,0,75,0,0,52,10,30,1,57,87,0,73,61,33,81,0,0,0,32,90,127,60,110,61,0,1,0,11,64,1,14,66,6,1,2,42,32,29,62,29,77,51,50,81,0,0,12,74,1,2,5,79,4,1,3,5,38,18
Glorious past,1,0,3,51,63,1,54,0,0,66,0,1,87,52,12,0,62,25,100,74,64,104,102,74,37,0,14,12,114,29,80,38,0,1,0,11,64,1,8,58,16,1,1,59,43,41,64,52,64,45,29,92,0,6,12,74,1,1,1,94,29,1,7,1,96,9
Humpy Bumpy seq,2,1,4,64,64,1,64,1,0,89,0,1,88,62,6,1,3,94,22,1,85,60,46,84,16,0,8,36,120,49,127,95,1,3,0,11,61,1,8,12,8,1,2,44,14,12,63,18,60,95,60,96,0,0,12,74,1,1,1,84,27,1,3,4,60,80
Soundtrack,1,127,2,102,64,0,45,0,1,68,-24,1,84,14,30,1,2,39,73,15,37,11,88,0,6,0,24,79,118,46,99,6,0,2,1,12,26,1,12,31,31,1,2,70,44,32,80,70,66,97,72,73,0,15,12,74,1,4,0,30,10,1,1,1,35,62
Friction,2,0,3,0,65,1,68,0,0,88,24,1,99,6,42,1,22,65,35,70,80,14,66,64,18,1,27,64,110,42,115,11,0,1,0,11,64,1,8,42,2,1,2,64,64,50,64,25,56,84,60,98,0,0,12,74,0,2,1,64,0,1,4,1,127,25
Gritty Ld,2,0,4,64,64,1,74,1,0,30,0,1,64,26,0,0,0,39,73,15,48,0,127,78,12,1,43,113,23,67,110,53,0,3,1,10,46,1,8,12,10,0,2,47,36,32,64,56,54,33,55,74,0,3,12,74,1,7,1,95,2,0,4,1,81,57
Arabic nights(useless?),2,6,2,0,65,1,36,0,0,108,24,1,99,6,42,1,15,65,35,21,85,33,94,30,15,1,27,60,88,65,127,11,1,3,0,11,22,1,8,16,28,1,2,44,14,12,63,19,58,95,48,96,0,0,12,74,1,2,2,21,99,1,3,2,60,9
Trancy lead,1,5,4,64,64,1,36,1,0,48,0,1,28,49,76,2,91,39,36,41,17,20,17,42,24,1,4,40,127,14,70,40,0,1,0,11,64,1,8,64,36,0,2,52,46,82,81,23,77,20,4,39,0,2,12,74,1,3,0,48,36,1,6,3,82,8
Layered,0,0,3,64,62,1,108,1,0,89,0,1,90,62,6,1,13,60,12,38,85,60,97,85,40,0,10,14,120,49,80,64,0,3,0,11,22,1,8,31,4,1,2,45,50,48,76,10,52,46,53,90,0,0,12,74,1,2,1,84,3,1,3,0,61,12
Hard trance,1,0,1,26,63,1,63,1,1,64,0,0,64,0,0,1,0,76,0,127,17,51,101,64,34,1,1,90,127,33,91,64,1,2,2,14,120,1,5,30,47,0,2,64,64,50,64,44,64,64,64,64,0,59,12,74,1,3,5,21,78,0,3,1,6,102
Digital leak Ld,1,0,4,64,64,1,25,0,1,81,0,1,13,27,18,2,37,45,13,25,72,29,33,42,6,0,2,64,118,4,52,107,0,2,1,3,83,1,8,80,20,1,1,6,0,105,92,80,75,15,42,46,1,0,12,74,1,2,4,91,0,1,3,0,71,15
Prizm fx,0,91,4,64,82,1,42,1,0,108,0,1,54,12,74,1,13,60,6,77,85,60,107,82,16,1,20,79,127,61,127,111,0,1,3,12,49,1,8,16,25,0,2,44,14,12,63,19,76,95,61,96,0,0,3,74,1,2,1,84,12,1,3,1,96,30
Mood changer,1,12,3,89,64,0,33,0,0,76,-12,1,90,6,28,2,78,61,78,54,12,18,48,53,17,0,49,10,116,35,120,110,1,2,1,11,114,1,5,9,11,1,4,73,36,75,37,73,76,4,23,76,0,12,12,74,1,3,0,42,84,1,4,1,77,94
Broken words Arp(off fx),2,105,2,77,64,0,64,0,0,30,0,1,78,20,8,3,0,39,73,15,7,6,90,80,10,0,8,18,76,68,127,0,1,1,1,14,28,1,12,23,25,1,2,21,23,19,8,69,49,93,70,10,0,4,12,74,1,4,1,90,30,1,1,1,5,109
Celebration,0,0,3,77,71,1,54,1,0,48,0,1,78,15,53,1,88,19,0,52,88,90,114,0,12,0,5,49,104,34,114,91,0,2,0,12,40,1,8,40,22,1,2,48,53,36,47,72,68,66,42,97,2,18,12,74,1,3,1,109,40,0,5,0,113,19
Dry voco,2,0,4,77,62,1,64,1,1,91,0,1,34,25,127,1,1,21,5,12,88,4,87,59,36,0,12,114,90,45,85,0,0,2,1,11,94,0,5,40,6,1,2,49,54,59,29,51,53,86,43,87,0,4,12,74,1,4,0,96,6,1,5,1,24,25
Shot II fx,2,0,4,77,65,1,28,1,0,64,-12,0,64,0,0,1,0,42,0,0,9,75,127,64,44,0,1,30,0,0,66,62,0,2,3,10,82,0,8,36,17,1,2,93,91,48,118,56,64,64,64,64,0,0,12,74,1,2,2,89,106,0,4,1,102,127
Blaster Seq,2,90,2,39,63,1,15,0,0,24,0,1,8,53,42,0,3,24,79,52,27,25,104,18,35,0,2,127,127,58,120,36,0,3,1,10,39,1,8,62,22,1,1,7,62,25,17,36,101,48,66,33,1,0,12,74,1,6,0,42,60,1,4,1,81,57
Cabinet,2,0,2,51,65,1,48,0,0,64,0,1,0,24,30,1,0,66,0,71,12,0,102,0,17,0,0,106,127,88,127,82,0,1,0,11,64,1,0,49,43,1,2,52,46,82,81,23,73,60,61,77,0,0,12,74,0,2,1,64,0,1,3,0,92,15
Asylym seq,1,0,3,115,66,0,22,0,1,12,-12,1,108,16,69,0,78,61,89,37,89,23,98,30,35,0,41,73,72,72,71,12,0,2,0,4,100,1,11,18,13,1,2,26,21,86,48,6,60,70,45,84,0,6,12,74,1,7,5,70,8,1,3,0,90,11
Vintage key,3,0,1,102,65,1,12,0,0,94,24,1,13,4,54,3,13,68,30,79,3,20,116,11,12,0,16,79,107,66,119,47,0,1,0,11,64,1,8,15,19,1,2,64,64,39,64,2,65,90,57,63,0,2,12,74,0,2,3,62,2,1,3,1,80,95
Chain reaction,0,48,3,64,82,1,42,0,0,108,0,1,26,12,74,1,13,60,6,77,85,60,107,82,16,1,4,89,127,36,125,127,1,3,0,11,49,1,8,16,7,0,2,44,5,9,118,73,72,89,112,38,0,0,12,74,1,2,1,84,5,1,6,4,96,44
Glassy,3,8,4,26,65,1,13,0,0,90,12,1,20,4,54,3,13,68,30,79,23,64,110,30,18,0,10,79,123,48,103,70,1,2,0,14,37,1,8,40,11,1,2,64,64,39,64,20,81,84,33,94,0,2,12,74,1,7,1,51,12,1,4,1,80,95
Rainbow Ld,2,0,4,89,64,1,93,1,0,105,24,1,25,36,42,3,12,24,60,104,36,22,105,70,21,0,20,39,110,14,127,90,0,1,0,14,3,1,8,43,28,0,2,65,42,43,75,45,82,66,54,90,0,0,12,74,1,5,1,53,29,1,1,2,66,101
Memoritrigger,2,10,3,77,66,1,75,1,1,74,0,1,84,6,50,1,64,66,8,74,81,54,60,89,36,0,2,114,93,54,78,80,1,2,0,11,78,1,8,56,38,1,4,51,66,65,80,14,78,60,61,78,0,6,12,74,1,3,0,61,18,1,5,1,78,25
Suspended,2,127,2,102,63,1,17,0,1,6,0,1,42,0,30,0,15,39,73,15,52,16,87,96,37,0,8,14,114,12,74,48,0,3,2,12,36,1,8,89,19,0,2,70,42,31,49,18,60,67,48,96,0,2,12,74,1,3,5,78,10,1,4,1,81,24
Modulator,1,2,1,64,66,1,24,0,0,87,0,1,83,26,90,0,23,108,73,40,69,102,48,92,35,1,5,15,91,15,85,65,0,4,0,6,86,1,5,16,3,1,2,10,64,16,69,17,60,106,38,90,0,12,12,74,1,7,0,127,54,1,3,1,70,95
aaargh..ia light,1,0,1,89,64,1,79,1,0,59,0,0,51,10,13,1,70,74,75,51,90,75,19,3,12,0,1,104,114,52,102,30,0,1,0,11,64,0,8,12,32,1,2,58,51,44,72,41,60,53,42,78,0,4,12,74,1,7,5,95,4,1,3,4,97,19
Loop series I,2,0,2,102,64,1,17,0,1,40,-24,1,90,0,30,3,8,12,80,72,14,8,98,96,46,0,28,24,117,58,127,3,1,2,1,12,38,1,3,94,9,1,2,70,42,31,49,53,64,67,54,96,0,13,12,74,1,5,5,89,37,1,4,1,81,57
Submarine,0,127,2,26,65,1,78,0,0,63,24,1,75,28,90,1,22,65,35,70,80,14,66,64,18,1,27,64,116,42,106,10,0,1,0,11,64,1,8,40,18,0,2,59,43,41,64,52,59,101,67,29,0,8,12,74,0,2,1,64,0,1,4,1,127,25
Dry shot,2,0,1,39,65,1,26,1,0,24,0,1,26,25,12,0,36,10,104,67,72,14,102,24,9,0,9,60,11,70,77,4,0,3,0,10,34,1,3,30,11,1,2,11,62,25,15,39,80,48,66,33,0,2,12,74,1,3,5,87,14,1,4,1,81,57
Loop series II,2,10,3,51,82,1,28,0,0,74,0,1,80,24,30,2,58,66,0,71,32,30,37,106,18,0,8,115,93,54,72,80,1,3,0,12,46,1,0,23,48,1,2,52,46,88,102,12,73,60,61,77,0,0,12,74,1,1,2,64,9,1,3,0,92,70
Dreamy,0,77,2,39,64,1,0,0,1,6,0,1,14,54,10,2,8,10,53,101,53,24,98,96,33,1,4,50,116,76,102,28,0,2,1,11,37,1,8,67,25,0,2,70,42,31,49,53,66,67,49,90,0,13,12,74,1,3,3,50,35,1,6,4,72,85
Mystic forest,2,92,2,64,65,1,40,0,0,23,0,1,78,54,29,1,91,54,45,60,77,83,91,37,12,0,15,84,127,48,127,12,0,1,0,14,8,1,12,16,17,1,1,30,66,63,81,51,72,54,48,98,0,33,12,74,1,5,5,14,72,1,1,0,16,127
Rolling voices,1,0,1,51,64,1,12,1,1,20,0,1,6,25,18,1,18,30,57,114,24,75,87,54,35,0,2,62,36,64,82,78,0,1,0,7,8,1,5,17,5,1,2,23,86,86,21,26,46,75,55,96,0,1,12,74,1,4,5,87,13,1,3,2,110,59
Distant choir,1,0,4,102,65,1,15,0,1,95,0,1,106,12,13,0,61,32,127,104,19,12,92,39,17,1,6,78,127,78,32,52,0,1,0,13,32,1,5,42,23,1,2,19,67,17,13,16,54,63,48,45,0,8,12,74,1,3,4,4,48,1,4,1,81,18
Tribaloop,2,10,3,51,82,1,79,0,0,74,0,1,80,24,30,1,58,66,0,71,78,30,37,106,18,0,6,115,93,54,96,80,1,3,0,12,46,1,0,23,48,1,2,52,46,88,102,12,73,60,61,77,0,0,12,74,1,1,2,64,20,1,3,0,92,48
Metalurgy Arp,3,0,2,102,65,1,112,0,1,24,-12,1,90,10,39,0,18,69,73,25,66,24,112,13,33,0,0,12,124,68,102,16,1,3,3,11,9,1,16,24,17,1,4,70,15,31,49,70,64,67,60,96,0,10,12,74,1,5,2,89,48,1,3,2,46,83
Innocence,0,0,3,77,65,1,127,1,1,72,0,1,8,10,54,0,12,73,18,76,12,88,112,53,6,0,3,84,85,26,40,20,0,2,0,14,32,1,8,40,6,1,2,64,64,39,64,20,56,95,51,80,0,10,12,74,1,5,1,96,21,1,3,0,80,22
Boomerang II,1,0,3,77,62,1,49,0,0,38,0,1,30,10,30,1,57,87,0,73,61,33,81,6,0,0,59,76,114,79,122,47,0,1,0,11,64,1,14,80,12,0,2,42,52,29,68,52,66,62,48,79,0,6,12,74,1,2,5,79,4,1,1,0,8,127
Dirty bang II,1,0,1,89,62,1,52,1,0,94,0,1,37,20,57,1,38,58,66,82,89,46,88,72,36,0,46,43,38,97,94,23,0,3,0,0,3,0,3,88,12,1,2,36,81,79,117,25,64,93,71,48,0,0,12,74,1,3,1,57,26,1,4,1,57,13
Action Packed Arp,2,10,3,51,82,1,28,0,1,74,0,1,80,24,30,2,58,66,0,71,32,30,37,106,18,0,8,115,93,54,110,80,1,3,0,14,8,1,8,42,48,1,2,52,46,88,102,12,73,60,61,77,0,0,12,74,1,1,2,64,9,1,3,0,92,70
Shine ,2,0,4,89,64,1,41,1,0,91,24,1,25,36,42,3,5,54,58,104,21,24,102,70,21,0,32,56,101,61,122,90,0,1,0,14,3,1,8,84,12,0,2,65,42,43,75,20,82,66,54,90,0,0,12,74,1,7,0,61,4,1,1,2,66,101
Restless filter,2,0,2,89,72,1,112,1,0,105,24,1,85,98,5,1,12,24,60,104,31,22,105,70,30,0,3,76,124,2,114,78,0,1,0,14,3,1,1,69,14,1,2,42,37,87,91,12,82,66,54,90,2,18,12,74,1,5,1,53,29,1,3,2,66,63
Storm  fx,0,78,4,102,70,1,97,0,0,90,12,1,8,11,25,0,33,90,11,32,88,40,42,60,20,1,103,51,112,40,115,82,0,4,0,14,26,1,8,26,27,1,2,60,50,62,66,0,74,91,20,112,0,72,12,74,1,3,3,64,38,1,6,0,25,77
Soo low,1,12,3,89,64,0,26,0,1,76,-24,1,91,18,46,1,78,61,78,54,104,0,48,0,30,0,42,0,112,30,78,110,0,1,1,12,102,1,5,3,4,1,2,73,29,30,85,77,70,58,53,59,0,0,12,74,1,3,5,6,8,1,4,1,77,94
Shot fx,2,0,4,77,65,1,28,1,0,64,-12,0,64,0,0,1,0,42,0,0,9,75,127,64,44,0,10,30,0,0,74,127,0,2,0,14,64,1,5,83,50,1,1,93,91,48,118,56,64,64,64,64,0,0,12,74,0,5,1,61,127,0,3,1,6,102
Long rise fx,2,0,4,77,65,1,28,1,0,64,-12,0,64,0,0,1,123,42,66,0,9,75,127,64,44,0,11,30,51,62,111,62,0,2,3,10,82,0,8,36,17,1,2,93,91,48,118,56,64,29,46,102,0,0,12,74,0,2,2,89,106,1,2,1,3,127
Flutish,0,12,3,77,71,1,75,0,0,90,0,1,60,52,47,3,10,25,35,74,51,16,87,78,26,1,8,70,124,36,107,48,0,1,0,11,64,1,5,53,18,1,2,58,42,69,57,43,74,45,29,92,2,12,12,74,1,3,4,94,24,1,7,0,77,12
Sweet lead,2,0,1,77,65,1,127,0,0,64,0,0,64,0,0,1,0,127,0,32,88,89,76,64,0,1,0,114,0,32,90,64,0,1,0,11,64,1,8,43,25,0,2,64,64,50,64,40,64,64,64,64,0,0,12,74,1,2,0,90,2,1,4,5,61,19
Bohemian sequence,2,0,3,51,62,1,26,0,1,30,0,1,74,11,78,0,0,18,85,76,12,10,70,66,8,1,32,60,95,82,93,57,0,3,1,14,100,1,8,4,9,1,2,64,30,58,43,42,49,93,68,10,0,6,12,74,1,3,0,99,94,1,4,3,67,9
It's not Dune Arp,1,0,4,51,82,1,0,1,0,0,12,0,90,4,0,1,0,54,27,109,113,0,79,0,30,1,5,35,124,72,105,127,1,2,1,9,50,1,3,36,21,1,2,26,58,38,37,106,73,15,50,93,0,43,12,74,0,1,2,127,12,0,3,3,102,15
Hypnoechoes fx(best 4th oct),0,94,4,64,72,1,60,1,0,64,0,1,52,0,10,0,0,66,88,46,81,19,88,46,0,0,4,28,127,28,70,45,0,3,1,12,30,1,10,57,26,1,1,105,0,0,103,12,64,64,64,64,0,0,12,74,1,2,0,10,97,0,4,0,9,94
Wise talk,2,0,3,51,65,1,91,0,0,26,0,1,24,25,12,0,36,10,104,67,78,24,40,43,12,0,64,60,88,76,108,28,0,3,1,10,39,1,5,72,12,1,2,11,62,25,15,37,102,41,37,84,1,0,12,74,1,4,1,87,13,1,3,1,81,57
Fluty,3,5,4,89,62,0,4,1,1,63,-12,1,107,25,71,3,12,39,73,15,42,12,104,90,34,0,24,86,119,8,114,10,0,2,0,11,48,1,12,31,5,1,2,62,48,55,36,17,64,68,70,7,0,14,12,74,1,1,1,42,34,1,3,1,13,77
Back and forth,0,96,3,89,64,1,27,0,1,83,0,1,17,7,28,3,12,12,80,72,76,45,68,94,51,1,1,52,116,14,88,106,1,3,1,11,91,1,8,12,10,1,1,14,10,77,106,53,64,67,54,96,1,0,12,74,0,7,0,63,6,1,1,1,81,1
Adrenaline rush Arp,2,0,1,51,63,1,34,1,0,20,0,1,26,25,12,1,50,10,104,114,26,23,119,37,11,0,6,60,11,70,102,6,1,3,3,15,13,1,5,36,39,1,1,15,77,86,30,91,46,42,64,25,0,1,12,74,1,3,5,87,14,1,4,1,86,57
Atmorgan,1,0,1,89,64,1,76,1,0,59,0,1,105,10,34,1,70,74,75,51,84,32,48,50,14,1,13,92,118,12,94,48,0,1,0,11,64,1,8,32,32,1,2,58,51,44,71,41,79,39,41,80,0,12,12,74,1,7,5,95,9,1,4,5,97,6
Voices from the future,2,96,3,64,64,1,38,1,0,37,0,1,0,36,117,3,50,63,36,40,6,0,80,33,22,0,6,40,127,77,127,25,0,1,0,11,64,1,8,22,25,0,2,52,46,82,81,23,90,25,4,39,0,2,3,74,1,3,5,50,60,1,5,0,92,24
Chocking,3,0,1,102,65,1,31,0,1,69,12,1,13,4,54,3,13,68,30,79,72,31,25,15,12,0,4,104,100,64,125,47,1,3,1,11,25,1,8,40,20,1,2,127,44,6,96,10,56,51,68,90,0,11,12,74,1,4,2,78,77,1,3,1,80,95
Plucker,1,0,1,51,64,1,53,0,0,64,0,0,64,0,0,0,0,66,0,71,21,0,102,0,0,0,0,127,117,65,76,8,0,1,0,11,64,1,8,58,13,1,2,52,44,21,54,18,75,64,64,64,0,0,12,74,0,2,1,64,0,0,5,1,64,64
iiiiaieii,2,0,1,39,65,1,127,0,0,24,0,1,8,29,12,0,79,47,76,68,0,90,104,18,35,0,4,58,117,76,81,27,0,3,1,10,39,1,3,80,9,1,1,7,62,25,17,36,101,48,66,33,1,36,12,74,1,3,5,87,14,0,4,1,81,6
Ghostland fx,1,127,3,51,62,1,32,1,0,64,0,1,0,47,24,1,0,42,0,22,89,4,73,21,24,0,90,81,110,83,116,0,0,1,0,11,64,1,8,42,36,1,1,43,64,39,52,52,68,91,50,104,2,42,12,74,1,2,5,108,2,1,5,1,100,46
Granular,2,0,1,39,65,1,73,0,0,24,0,1,26,25,12,0,36,10,104,67,72,14,102,24,9,0,64,60,88,76,127,57,0,3,1,10,39,1,3,36,12,1,2,50,43,19,63,5,101,48,66,33,1,6,12,74,1,3,5,87,14,1,4,1,81,57
Dirty bang,1,0,1,89,62,1,52,1,0,94,0,1,37,20,57,1,36,71,93,90,89,49,101,72,24,0,49,39,57,55,111,23,0,3,0,0,3,0,3,88,2,1,2,36,81,79,117,25,64,93,71,48,0,0,12,74,1,3,1,57,26,1,4,1,57,13
Plucky voc,1,0,1,64,72,1,81,0,1,59,0,0,51,10,13,0,84,74,75,51,72,12,19,0,6,0,1,59,114,64,123,89,0,1,0,11,64,1,8,70,18,1,2,58,63,31,60,40,96,52,38,74,0,0,12,74,1,7,1,95,4,0,3,0,97,14
